EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome2,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1046,40,36-45,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Research Scientist,3,Divorced," 2,345","? 2,345",Upto 5k,2,No,14,3,8,3,4,3,1,1,2
RM1095,40,36-45,No,Travel_Rarely,Sales,2,Medical,1,Male,3,Sales Executive,1,Married," 5,473","? 5,473",5k-10k,0,No,12,3,9,5,4,8,4,7,1
RM1097,40,36-45,No,Travel_Rarely,Human Resources,2,Medical,3,Male,3,Manager,4,Single," 16,437","? 16,437",15k+,1,Yes,21,4,21,2,3,21,7,7,7
RM1099,40,36-45,No,Non-Travel,Research & Development,2,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced," 4,069","? 4,069",Upto 5k,3,Yes,18,3,8,2,3,2,2,2,2
RM1133,40,36-45,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,3,Sales Executive,1,Married," 4,639","? 4,639",Upto 5k,1,No,15,3,5,2,3,5,4,1,2
RM1157,40,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,2,Manufacturing Director,3,Married," 10,435","? 10,435",10k-15k,1,No,13,3,18,2,3,18,15,14,12
RM1165,40,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,Manufacturing Director,4,Single," 7,945","? 7,945",5k-10k,6,Yes,15,3,18,2,2,4,2,3,3
RM1230,40,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,3,Manufacturing Director,1,Married," 6,516","? 6,516",5k-10k,2,Yes,16,3,18,3,3,1,0,0,0
RM1243,40,36-45,No,Travel_Rarely,Sales,4,Medical,2,Male,3,Manager,2,Single," 19,833","? 19,833",15k+,1,No,14,3,21,3,2,21,8,12,8
RM1287,40,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,Laboratory Technician,1,Married," 3,377","? 3,377",Upto 5k,4,No,17,3,7,5,2,4,3,0,2
RM1300,40,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,Healthcare Representative,4,Divorced," 6,513","? 6,513",5k-10k,4,No,17,3,12,3,3,5,3,0,3
RM1305,40,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,Healthcare Representative,1,Divorced," 4,448","? 4,448",Upto 5k,2,No,12,3,15,3,3,7,4,7,7
RM1349,40,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,Manager,1,Divorced," 16,823","? 16,823",15k+,2,No,11,3,22,3,3,19,7,11,16
RM1410,40,36-45,No,Travel_Frequently,Research & Development,3,Technical Degree,4,Female,3,Laboratory Technician,3,Married," 6,323","? 6,323",5k-10k,1,No,11,3,10,2,4,10,9,9,4
RM1411,40,36-45,No,Travel_Rarely,Sales,2,Marketing,2,Female,3,Sales Executive,2,Married," 5,677","? 5,677",5k-10k,3,No,14,3,15,4,3,11,8,5,10
RM1428,40,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,Laboratory Technician,4,Married," 2,406","? 2,406",Upto 5k,8,No,19,3,8,3,2,1,0,0,0
RM1456,40,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,Research Scientist,3,Single," 2,809","? 2,809",Upto 5k,2,No,14,3,8,2,3,2,2,2,2
RM1458,40,36-45,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,Research Scientist,3,Married," 2,001","? 2,001",Upto 5k,2,No,14,3,20,2,3,5,3,0,2
RM151,40,36-45,No,Travel_Frequently,Research & Development,3,Medical,2,Female,3,Research Scientist,2,Divorced," 5,605","? 5,605",5k-10k,1,No,11,3,20,2,3,20,7,2,13
RM159,40,36-45,No,Travel_Rarely,Sales,4,Marketing,3,Male,2,Sales Executive,4,Married," 10,855","? 10,855",10k-15k,7,No,11,3,15,2,2,12,11,2,11
RM187,40,36-45,No,Travel_Rarely,Research & Development,1,Medical,4,Female,3,Manager,3,Married," 19,033","? 19,033",15k+,1,No,14,3,21,2,3,20,8,9,9
RM204,40,36-45,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,Laboratory Technician,4,Married," 2,741","? 2,741",Upto 5k,8,Yes,15,3,15,2,4,7,2,3,7
RM209,40,36-45,No,Non-Travel,Research & Development,5,Life Sciences,4,Male,2,Healthcare Representative,4,Married," 4,876","? 4,876",Upto 5k,9,No,14,3,5,5,1,3,2,0,
RM244,40,36-45,No,Travel_Rarely,Research & Development,2,Technical Degree,1,Male,3,Research Scientist,4,Divorced," 3,319","? 3,319",Upto 5k,1,No,17,3,9,3,3,9,8,4,7
RM258,40,36-45,No,Travel_Rarely,Research & Development,2,Medical,1,Male,3,Research Director,3,Divorced," 19,436","? 19,436",15k+,0,No,19,3,22,5,3,21,7,3,
RM336,40,36-45,No,Travel_Rarely,Sales,2,Medical,2,Male,1,Sales Executive,4,Married," 7,457","? 7,457",5k-10k,2,Yes,22,4,6,2,2,4,3,0,2
RM362,40,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,4,Laboratory Technician,3,Married," 2,213","? 2,213",Upto 5k,3,Yes,13,3,10,3,3,7,7,1,
RM388,40,36-45,No,Travel_Rarely,Sales,2,Marketing,4,Female,3,Sales Executive,2,Divorced," 5,715","? 5,715",5k-10k,7,No,12,3,8,5,3,5,4,1,3
RM392,40,36-45,No,Travel_Rarely,Research & Development,3,Medical,2,Female,2,Laboratory Technician,3,Married," 3,448","? 3,448",Upto 5k,6,No,22,4,20,3,3,1,0,0,0
RM418,40,36-45,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,Manager,3,Married," 18,041","? 18,041",15k+,0,No,14,3,21,2,3,20,15,1,12
RM449,40,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,Manufacturing Director,3,Single," 13,237","? 13,237",10k-15k,7,No,15,3,22,3,3,20,6,5,13
RM459,40,36-45,No,Non-Travel,Sales,3,Other,3,Male,1,Sales Executive,1,Divorced," 10,932","? 10,932",10k-15k,3,No,15,3,20,2,3,1,0,0,1
RM534,40,36-45,No,Travel_Frequently,Sales,4,Life Sciences,4,Male,2,Sales Executive,1,Married," 10,475","? 10,475",10k-15k,5,Yes,21,4,20,2,3,18,13,1,12
RM554,40,36-45,No,Travel_Rarely,Research & Development,1,Medical,4,Female,2,Research Scientist,4,Single," 2,342","? 2,342",Upto 5k,0,Yes,20,4,5,2,2,4,2,2,3
RM583,40,36-45,No,Travel_Frequently,Research & Development,2,Medical,3,Female,4,Healthcare Representative,2,Married," 4,244","? 4,244",Upto 5k,1,No,24,4,8,2,3,8,7,3,7
RM602,40,36-45,No,Travel_Frequently,Research & Development,4,Medical,1,Male,2,Laboratory Technician,3,Single," 5,094","? 5,094",5k-10k,6,No,14,3,10,6,3,1,0,0,0
RM685,40,36-45,No,Travel_Rarely,Sales,4,Marketing,1,Male,2,Sales Executive,2,Divorced," 9,705","? 9,705",5k-10k,2,No,12,3,11,2,2,1,0,0,0
RM692,40,36-45,No,Travel_Frequently,Research & Development,4,Medical,4,Male,3,Research Scientist,2,Divorced," 3,617","? 3,617",Upto 5k,8,Yes,14,3,3,2,3,1,1,0,0
RM769,40,36-45,No,Travel_Rarely,Sales,3,Marketing,3,Male,3,Sales Executive,1,Married," 8,396","? 8,396",5k-10k,1,No,14,3,8,3,2,7,7,7,5
RM786,40,36-45,No,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,Healthcare Representative,4,Married," 10,322","? 10,322",10k-15k,4,No,20,4,14,6,3,11,10,11,1
RM815,40,36-45,No,Travel_Rarely,Research & Development,3,Medical,3,Male,2,Research Director,3,Single," 19,626","? 19,626",15k+,1,No,14,3,21,2,4,20,7,4,9
RM838,40,36-45,No,Travel_Frequently,Research & Development,4,Medical,2,Female,3,Research Director,3,Single," 13,499","? 13,499",10k-15k,9,No,17,3,20,3,2,18,7,2,13
RM846,40,36-45,No,Travel_Frequently,Research & Development,2,Medical,3,Female,2,Research Scientist,4,Married," 4,422","? 4,422",Upto 5k,3,Yes,13,3,16,3,1,1,1,0,0
RM867,40,36-45,No,Travel_Frequently,Sales,4,Medical,2,Male,3,Sales Executive,2,Married," 4,327","? 4,327",Upto 5k,5,No,12,3,5,2,3,0,0,0,0
RM885,40,36-45,No,Travel_Rarely,Sales,3,Technical Degree,2,Female,2,Sales Executive,2,Divorced," 6,852","? 6,852",5k-10k,7,No,12,3,7,2,4,5,1,1,3
RM958,40,36-45,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,Research Scientist,3,Divorced," 3,544","? 3,544",Upto 5k,9,No,16,3,6,0,3,4,2,0,0
RM960,40,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,4,Single," 4,661","? 4,661",Upto 5k,1,No,13,3,9,4,3,9,8,8,8
RM968,40,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,Laboratory Technician,2,Married," 2,387","? 2,387",Upto 5k,3,No,22,4,7,3,3,4,2,0,3
RM979,40,36-45,No,Travel_Rarely,Research & Development,1,Medical,2,Female,4,Healthcare Representative,3,Divorced," 6,377","? 6,377",5k-10k,5,No,20,4,15,0,3,12,11,11,8
RM1084,40,36-45,Yes,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,Laboratory Technician,1,Single," 2,018","? 2,018",Upto 5k,3,No,14,3,15,3,1,5,4,1,0
RM1172,40,36-45,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,Laboratory Technician,1,Single," 2,166","? 2,166",Upto 5k,3,Yes,14,3,10,3,1,4,2,0,3
RM369,40,36-45,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,Sales Executive,3,Married," 6,380","? 6,380",5k-10k,2,Yes,12,3,8,6,3,6,4,1,0
RM707,40,36-45,Yes,Non-Travel,Sales,3,Life Sciences,2,Female,4,Sales Executive,2,Single," 13,194","? 13,194",10k-15k,4,Yes,16,3,22,2,2,1,0,0,0
RM947,40,36-45,Yes,Travel_Rarely,Sales,4,Marketing,4,Male,2,Sales Executive,2,Single," 9,094","? 9,094",5k-10k,2,Yes,12,3,9,2,3,5,4,1,0
RM1080,39,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,Manufacturing Director,2,Single," 8,376","? 8,376",5k-10k,4,No,18,3,9,3,3,2,0,2,2
RM1125,39,36-45,No,Travel_Rarely,Sales,3,Medical,4,Male,4,Sales Executive,3,Married," 8,237","? 8,237",5k-10k,2,No,11,3,11,3,3,7,6,7,6
RM1149,39,36-45,No,Travel_Rarely,Research & Development,5,Medical,2,Male,3,Manufacturing Director,1,Married," 5,377","? 5,377",5k-10k,2,No,13,3,10,3,3,7,7,7,7
RM1156,39,36-45,No,Travel_Rarely,Research & Development,2,Medical,3,Male,2,Laboratory Technician,3,Divorced," 3,069","? 3,069",Upto 5k,0,No,15,3,11,3,3,10,8,0,7
RM1160,39,36-45,No,Travel_Frequently,Research & Development,3,Medical,1,Female,3,Manufacturing Director,3,Single," 5,042","? 5,042",5k-10k,0,No,13,3,10,2,1,9,2,3,8
RM1176,39,36-45,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,Manufacturing Director,2,Married," 5,295","? 5,295",5k-10k,4,No,21,4,7,3,3,5,4,1,0
RM1241,39,36-45,No,Non-Travel,Research & Development,3,Life Sciences,4,Male,3,Laboratory Technician,4,Married," 6,472","? 6,472",5k-10k,1,Yes,15,3,9,2,3,9,8,5,8
RM1285,39,36-45,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,Research Director,3,Single," 13,464","? 13,464",10k-15k,7,No,21,4,9,3,3,4,3,2,2
RM1293,39,36-45,No,Travel_Frequently,Sales,3,Life Sciences,3,Male,3,Sales Executive,4,Divorced," 4,127","? 4,127",Upto 5k,2,No,18,3,7,6,3,2,1,2,2
RM1336,39,36-45,No,Travel_Rarely,Research & Development,4,Other,4,Male,3,Research Scientist,4,Divorced," 3,902","? 3,902",Upto 5k,8,No,14,3,7,2,3,2,2,2,2
RM1367,39,36-45,No,Non-Travel,Sales,4,Life Sciences,1,Female,1,Sales Executive,3,Married," 5,736","? 5,736",5k-10k,6,No,19,3,10,1,3,3,2,1,2
RM1373,39,36-45,No,Travel_Rarely,Research & Development,2,Medical,1,Male,3,Manufacturing Director,1,Married," 5,151","? 5,151",5k-10k,1,No,25,4,10,3,3,10,0,7,9
RM138,39,36-45,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,2,Sales Executive,3,Married," 5,902","? 5,902",5k-10k,4,No,14,3,17,1,4,15,11,5,9
RM1404,39,36-45,No,Travel_Rarely,Sales,4,Marketing,2,Male,3,Sales Executive,1,Single," 13,341","? 13,341",10k-15k,0,No,12,3,21,3,3,20,8,11,10
RM1430,39,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,Research Scientist,4,Single," 4,108","? 4,108",Upto 5k,7,No,13,3,18,2,3,7,7,1,7
RM1438,39,36-45,No,Non-Travel,Research & Development,3,Life Sciences,4,Male,3,Manager,4,Single," 19,431","? 19,431",15k+,2,No,13,3,21,3,2,6,0,1,3
RM1463,39,36-45,No,Travel_Rarely,Sales,1,Marketing,2,Female,2,Sales Executive,4,Married," 12,031","? 12,031",10k-15k,0,No,11,3,21,2,2,20,9,9,6
RM1467,39,36-45,No,Travel_Rarely,Research & Development,1,Medical,4,Male,2,Healthcare Representative,1,Married," 9,991","? 9,991",5k-10k,4,No,15,3,9,5,3,7,7,1,7
RM241,39,36-45,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,Laboratory Technician,3,Divorced," 2,232","? 2,232",Upto 5k,7,No,14,3,7,1,3,3,2,1,2
RM252,39,36-45,No,Travel_Frequently,Research & Development,4,Technical Degree,3,Female,3,Healthcare Representative,3,Single," 10,938","? 10,938",10k-15k,0,No,25,4,20,1,3,19,6,11,
RM305,39,36-45,No,Travel_Rarely,Research & Development,3,Medical,3,Male,4,Healthcare Representative,4,Divorced," 9,613","? 9,613",5k-10k,0,No,17,3,19,5,2,18,10,3,7
RM315,39,36-45,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,Manager,1,Married," 17,068","? 17,068",15k+,1,Yes,14,3,21,3,3,21,9,11,10
RM327,39,36-45,No,Travel_Frequently,Research & Development,2,Medical,3,Male,2,Manager,4,Married," 19,272","? 19,272",15k+,1,No,15,3,21,2,3,21,9,13,3
RM401,39,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,3,Manager,3,Divorced," 19,197","? 19,197",15k+,1,Yes,14,3,21,3,3,21,8,1,6
RM450,39,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,3,Laboratory Technician,3,Married," 3,755","? 3,755",Upto 5k,1,No,11,3,8,3,3,8,3,0,7
RM527,39,36-45,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,2,Healthcare Representative,3,Single," 4,553","? 4,553",Upto 5k,1,No,11,3,20,4,3,20,7,11,10
RM552,39,36-45,No,Travel_Rarely,Human Resources,3,Human Resources,3,Female,4,Human Resources,2,Married," 6,389","? 6,389",5k-10k,9,No,15,3,12,3,1,8,3,3,6
RM655,39,36-45,No,Travel_Rarely,Human Resources,3,Life Sciences,4,Female,2,Human Resources,4,Married," 5,204","? 5,204",5k-10k,8,No,11,3,13,2,3,5,4,0,4
RM706,39,36-45,No,Travel_Rarely,Sales,5,Life Sciences,1,Male,4,Sales Executive,3,Single," 7,880","? 7,880",5k-10k,0,No,18,3,9,3,3,8,7,0,7
RM739,39,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,Manufacturing Director,4,Married," 12,742","? 12,742",10k-15k,1,No,16,3,21,3,3,21,6,11,8
RM754,39,36-45,No,Travel_Frequently,Research & Development,3,Medical,4,Female,3,Manufacturing Director,1,Single," 10,880","? 10,880",10k-15k,1,Yes,13,3,21,2,3,21,6,2,8
RM817,39,36-45,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,3,Laboratory Technician,2,Single," 6,782","? 6,782",5k-10k,9,No,15,3,9,2,2,5,4,0,3
RM938,39,36-45,No,Travel_Rarely,Research & Development,4,Medical,3,Female,2,Manager,2,Divorced," 17,123","? 17,123",15k+,6,Yes,13,3,21,4,3,19,9,15,2
RM950,39,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,Manufacturing Director,3,Single," 4,534","? 4,534",Upto 5k,0,No,11,3,9,6,3,8,7,1,7
RM987,39,36-45,No,Travel_Rarely,Sales,4,Life Sciences,1,Male,2,Sales Executive,4,Married," 6,120","? 6,120",5k-10k,3,Yes,12,3,8,2,4,5,4,1,4
RM993,39,36-45,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,Healthcare Representative,3,Married," 10,920","? 10,920",10k-15k,3,No,21,4,13,2,3,6,4,0,5
RM034,39,36-45,Yes,Travel_Rarely,Sales,3,Technical Degree,4,Male,3,Sales Representative,4,Married," 2,086","? 2,086",Upto 5k,3,No,14,3,19,6,4,1,0,0,0
RM1033,39,36-45,Yes,Non-Travel,Research & Development,3,Life Sciences,1,Female,2,Laboratory Technician,1,Single," 3,646","? 3,646",Upto 5k,2,Yes,23,4,11,2,4,1,0,0,0
RM328,39,36-45,Yes,Travel_Rarely,Sales,2,Medical,4,Female,3,Sales Executive,3,Married," 5,238","? 5,238",5k-10k,4,Yes,18,3,12,3,2,1,0,0,0
RM670,39,36-45,Yes,Travel_Rarely,Research & Development,3,Medical,4,Male,3,Laboratory Technician,1,Married," 2,404","? 2,404",Upto 5k,7,Yes,21,4,8,2,1,2,2,2,2
RM814,39,36-45,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced," 12,169","? 12,169",10k-15k,7,No,11,3,21,4,3,18,7,11,5
RM941,39,36-45,Yes,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Research Scientist,1,Single," 3,904","? 3,904",Upto 5k,0,No,13,3,6,2,3,5,2,0,3
RM009,38,36-45,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,2,Manufacturing Director,3,Single," 9,526","? 9,526",5k-10k,0,No,21,4,10,2,3,9,7,1,
RM020,38,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,Research Scientist,4,Single," 3,944","? 3,944",Upto 5k,5,Yes,11,3,6,3,3,3,2,1,2
RM062,38,36-45,No,Travel_Frequently,Research & Development,5,Life Sciences,4,Female,3,Laboratory Technician,4,Single," 2,406","? 2,406",Upto 5k,1,No,11,3,10,2,3,10,3,9,9
RM084,38,36-45,No,Non-Travel,Research & Development,3,Medical,2,Female,1,Research Scientist,4,Divorced," 5,329","? 5,329",5k-10k,7,Yes,12,3,17,3,3,13,11,1,9
RM1108,38,36-45,No,Travel_Frequently,Human Resources,4,Human Resources,3,Male,3,Human Resources,3,Married," 6,077","? 6,077",5k-10k,3,No,11,3,10,2,3,6,3,1,2
RM1120,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,Sales Executive,2,Married," 9,924","? 9,924",5k-10k,0,No,11,3,10,3,3,9,8,7,7
RM1121,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,2,Female,3,Sales Executive,2,Single," 4,198","? 4,198",Upto 5k,2,No,12,3,8,5,4,3,2,1,2
RM1162,38,36-45,No,Travel_Rarely,Research & Development,2,Medical,4,Female,2,Manufacturing Director,3,Married," 7,756","? 7,756",5k-10k,3,Yes,19,3,10,6,4,5,4,0,2
RM1188,38,36-45,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,3,Research Scientist,4,Married," 4,735","? 4,735",Upto 5k,7,No,15,3,19,4,4,13,11,2,9
RM1194,38,36-45,No,Travel_Frequently,Research & Development,3,Medical,4,Female,2,Laboratory Technician,2,Single," 2,440","? 2,440",Upto 5k,1,No,22,4,4,3,3,4,3,3,3
RM1203,38,36-45,No,Travel_Rarely,Research & Development,2,Medical,4,Female,3,Laboratory Technician,3,Married," 3,306","? 3,306",Upto 5k,7,No,19,3,7,5,2,0,0,0,0
RM1257,38,36-45,No,Travel_Frequently,Research & Development,2,Medical,3,Female,2,Laboratory Technician,2,Married," 2,468","? 2,468",Upto 5k,4,No,14,3,9,4,2,6,1,0,5
RM1262,38,36-45,No,Travel_Rarely,Research & Development,3,Medical,2,Male,1,Healthcare Representative,4,Married," 5,811","? 5,811",5k-10k,3,Yes,16,3,15,2,3,1,0,1,0
RM1273,38,36-45,No,Travel_Rarely,Research & Development,2,Other,4,Female,2,Laboratory Technician,3,Married," 3,702","? 3,702",Upto 5k,1,No,11,3,5,3,3,5,4,0,4
RM1290,38,36-45,No,Non-Travel,Human Resources,3,Human Resources,1,Male,3,Human Resources,2,Divorced," 2,592","? 2,592",Upto 5k,5,No,13,3,13,3,3,11,10,3,8
RM1309,38,36-45,No,Travel_Rarely,Sales,4,Marketing,2,Female,1,Sales Representative,4,Married," 5,405","? 5,405",5k-10k,2,Yes,20,4,20,4,2,4,2,0,3
RM1374,38,36-45,No,Travel_Frequently,Research & Development,3,Medical,4,Female,2,Research Scientist,2,Divorced," 2,133","? 2,133",Upto 5k,1,Yes,16,3,20,3,3,20,11,0,7
RM1377,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,3,Research Scientist,4,Divorced," 4,771","? 4,771",Upto 5k,2,No,19,3,10,0,4,5,2,0,3
RM1392,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,2,Sales Representative,1,Single," 2,858","? 2,858",Upto 5k,4,No,14,3,20,3,2,1,0,0,0
RM1401,38,36-45,No,Travel_Frequently,Human Resources,4,Other,4,Male,3,Human Resources,2,Married," 2,991","? 2,991",Upto 5k,0,Yes,11,3,7,2,3,6,2,1,2
RM1417,38,36-45,No,Travel_Rarely,Sales,4,Life Sciences,4,Male,3,Sales Executive,2,Married," 4,440","? 4,440",Upto 5k,0,No,15,3,16,3,3,15,13,5,8
RM1419,38,36-45,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,2,Manufacturing Director,3,Married," 5,321","? 5,321",5k-10k,2,No,11,3,10,1,3,8,3,7,7
RM143,38,36-45,No,Travel_Rarely,Research & Development,5,Technical Degree,4,Female,3,Research Scientist,3,Single," 4,317","? 4,317",Upto 5k,3,Yes,20,4,19,2,3,3,2,2,
RM1431,38,36-45,No,Travel_Rarely,Research & Development,3,Medical,2,Female,1,Research Director,3,Married," 13,206","? 13,206",10k-15k,3,No,12,3,20,3,3,18,16,1,11
RM1452,38,36-45,No,TravelRarely,Sales,2,Life Sciences,1,Female,3,Sales Executive,4,Married," 5,343","? 5,343",5k-10k,1,No,11,3,10,1,3,10,7,1,9
RM169,38,36-45,No,Travel_Rarely,Sales,4,Life Sciences,1,Female,2,Sales Executive,4,Single," 8,686","? 8,686",5k-10k,4,No,22,4,12,2,4,8,3,0,7
RM180,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,Laboratory Technician,4,Single," 2,288","? 2,288",Upto 5k,1,No,12,3,2,3,3,2,2,2,1
RM199,38,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,Manufacturing Director,3,Married," 6,553","? 6,553",5k-10k,9,No,14,3,14,3,3,1,0,0,0
RM200,38,36-45,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,Manufacturing Director,4,Married," 6,261","? 6,261",5k-10k,3,No,18,3,9,3,1,7,7,1,7
RM224,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,3,Sales Executive,3,Divorced," 10,609","? 10,609",10k-15k,0,No,12,3,17,6,2,16,10,5,13
RM262,38,36-45,No,Non-Travel,Sales,2,Life Sciences,4,Male,2,Sales Executive,4,Married," 5,249","? 5,249",5k-10k,3,No,18,3,13,0,3,8,7,7,5
RM278,38,36-45,No,Travel_Rarely,Sales,2,Medical,1,Female,4,Sales Executive,1,Divorced," 5,605","? 5,605",5k-10k,1,Yes,24,4,8,3,3,8,0,7,7
RM288,38,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced," 5,745","? 5,745",5k-10k,9,No,14,3,10,2,3,2,2,1,2
RM308,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,2,Research Director,2,Married," 12,061","? 12,061",10k-15k,3,No,17,3,19,2,3,10,8,0,1
RM342,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,2,Research Director,4,Divorced," 11,510","? 11,510",10k-15k,0,Yes,14,3,12,3,3,11,10,2,9
RM417,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,Laboratory Technician,4,Married," 1,702","? 1,702",Upto 5k,1,Yes,23,4,1,3,3,1,0,0,0
RM472,38,36-45,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,Healthcare Representative,3,Married," 9,824","? 9,824",5k-10k,3,No,19,3,18,4,3,1,0,0,0
RM491,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,Research Scientist,1,Single," 2,619","? 2,619",Upto 5k,3,No,17,3,8,3,2,0,0,0,0
RM519,38,36-45,No,Travel_Rarely,Sales,4,Marketing,4,Female,2,Sales Executive,4,Single," 4,028","? 4,028",Upto 5k,0,No,20,4,8,2,3,7,7,0,5
RM530,38,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,4,Healthcare Representative,4,Single," 7,625","? 7,625",5k-10k,0,No,13,3,10,4,2,9,7,1,8
RM543,38,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,Manufacturing Director,3,Single," 7,861","? 7,861",5k-10k,4,Yes,14,3,10,4,4,1,0,0,0
RM560,38,36-45,No,Travel_Rarely,Research & Development,5,Medical,4,Male,3,Research Scientist,3,Married," 3,057","? 3,057",Upto 5k,6,Yes,13,3,6,0,1,1,0,0,1
RM579,38,36-45,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Female,4,Manufacturing Director,1,Single," 5,980","? 5,980",5k-10k,6,Yes,12,3,17,2,3,15,7,4,12
RM606,38,36-45,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,2,Healthcare Representative,1,Divorced," 6,288","? 6,288",5k-10k,2,No,15,3,13,3,2,4,3,1,2
